area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,price_per_sqft,crime_rate,entertainment_centers,restaurant_count,crime_score,entertainment_score,restaurant_score,distance_to_center,proximity_score,room_density,popularity_score,volatility_score
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1400,2.0,2.0,65.8,3.0,1400.0,4700.0,2.5401969326178486,4,14,7.459780954051038,4.444444444444445,2.8571428571428568,1.8365025034994318,8.58361347217452,280.0,0.5762081784386617,47.489357528762426
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1093,2.0,2.0,72.0,2.0,1093.0,6587.374199451052,4.214346315787544,7,31,5.785616996806722,7.777777777777778,6.326530612244898,2.674899739877527,7.937006920694576,273.25,4.386617100371748,42.75395401834816
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Bhave E,1200,2.0,1.0,45.0,2.0,1200.0,3750.0,7.853097123375636,1,23,2.1468345125795403,1.1111111111111112,4.6938775510204085,2.674899739877527,7.937006920694576,300.0,0.5204460966542751,35.361446400485256
Plot  Area,Ready To Move,Magadi Road,5 Bedroom,,5000,6.0,1.0,360.0,5.0,5000.0,7200.0,7.691697425412422,7,6,2.3082356155853776,7.777777777777778,1.2244897959183674,5.397025953714566,5.8375908355149475,454.54545454545456,0.4646840148698884,66.8042662173108
Built-up  Area,15-Dec,1st Block Jayanagar,3 BHK,Bhsic C,1200,2.0,0.0,130.0,3.0,1200.0,10833.333333333334,5.249733306851384,7,26,4.7502209923254295,7.777777777777778,5.306122448979592,8.385304790667908,3.532906862592708,240.0,0.26022304832713755,145.05847627236935
Built-up  Area,18-Apr,Whitefield,3 BHK,,2210,3.0,2.0,156.0,3.0,2210.0,7058.823529411765,8.994352077887822,9,22,1.0055696230310698,10.0,4.489795918367347,1.8365025034994318,8.58361347217452,368.3333333333333,10.0,140.5804683445764
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Revane ,1150,2.0,2.0,70.0,2.0,1150.0,6086.95652173913,9.909251474950096,7,32,0.09066226143933528,7.777777777777778,6.530612244897958,3.9673726639594435,6.940198457999553,287.5,3.4572490706319705,39.98928950609121
Super built-up  Area,Ready To Move,Silk Board,3 BHK,,1435,2.0,1.0,60.0,3.0,1435.0,4181.184668989547,4.298993264787356,3,29,5.700969310924667,3.333333333333333,5.918367346938775,1.8365025034994318,8.58361347217452,287.0,0.0929368029739777,5.1287912806040366
Plot  Area,Ready To Move,Mathikere,4 Bedroom,,600,3.0,0.0,100.0,4.0,600.0,16666.666666666668,5.735871427971971,5,27,4.264078639197039,5.555555555555555,5.5102040816326525,12.966111067993126,0.0,85.71428571428571,0.16728624535315983,48.76246279442598
Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,78.2,2.0,1173.0,6666.666666666667,3.3700190090435926,6,15,6.629951653724615,6.666666666666666,3.0612244897959187,1.8365025034994318,8.58361347217452,293.25,10.0,140.5804683445764
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,39.0,2.0,1140.0,3421.0526315789475,7.120748485283423,4,9,2.8791895260309692,4.444444444444445,1.836734693877551,2.674899739877527,7.937006920694576,285.0,4.386617100371748,42.75395401834816
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1717,3.0,3.0,120.0,3.0,1717.0,6988.934187536401,8.671109757718837,1,35,1.3288147571411177,1.1111111111111112,7.142857142857143,6.878873032442892,4.694729208803859,286.1666666666667,0.16728624535315983,91.7084753141412
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2.0,0.0,65.0,2.0,1325.0,4905.66037735849,7.121101204956757,7,19,2.8788368032870832,7.777777777777778,3.877551020408163,12.966111067993126,0.0,331.25,0.2973977695167286,22.54168803757458
Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr ,1370,3.0,2.0,67.0,3.0,1370.0,4890.510948905109,2.8127671474331333,3,39,7.187208366413655,3.333333333333333,7.959183673469388,3.9673726639594435,6.940198457999553,228.33333333333334,1.6356877323420074,46.57551573562775
Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,GMownTe,1025,2.0,1.0,90.0,2.0,1025.0,8780.487804878048,9.07098726505035,4,35,0.9289337687315777,4.444444444444445,7.142857142857143,5.397025953714566,5.8375908355149475,256.25,1.6356877323420074,22.229990643554917
Super built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,,1409,2.0,3.0,62.0,3.0,1409.0,4400.28388928318,4.261728895223453,7,7,5.7382340048883576,7.777777777777778,1.4285714285714284,2.674899739877527,7.937006920694576,281.8,0.13011152416356878,16.127099346545037
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1200,2.0,1.0,52.0,2.0,1200.0,4333.333333333333,4.999637909002164,7,17,5.000318567345353,7.777777777777778,3.4693877551020407,2.0958835991646647,8.383568065880326,300.0,1.7843866171003717,66.37229229551592
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,NRtesnd,1200,2.0,1.0,53.5,2.0,1200.0,4458.333333333333,6.702993530892818,9,47,3.29694811712923,10.0,9.591836734693878,2.674899739877527,7.937006920694576,300.0,4.386617100371748,42.75395401834816
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1740,4.0,3.0,130.0,3.0,1740.0,7471.264367816092,9.353233658295103,1,6,0.6466849184301021,1.1111111111111112,1.2244897959183674,1.8365025034994318,8.58361347217452,248.57142857142858,10.0,140.5804683445764
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,88.0,2.0,1232.0,7142.857142857143,6.711478462738758,5,37,3.2884631114188956,5.555555555555555,7.551020408163264,9.905124481433225,2.3607591902524674,308.0,2.825278810408922,74.25003377258962
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,36.0,2.0,1200.0,3000.0,2.423986282041443,8,35,7.5759926162830995,8.88888888888889,7.142857142857143,9.905124481433225,2.3607591902524674,300.0,1.8587360594795537,28.699749672429213
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Toindls,5924,4.0,3.0,625.0,4.0,5924.0,10550.303848750844,8.967448953754577,1,48,1.0324729813657203,1.1111111111111112,9.795918367346939,1.8365025034994318,8.58361347217452,740.5,10.0,140.5804683445764
Super built-up  Area,Ready To Move,Veersandra,2 BHK,Shnto F,1250,2.0,1.0,50.0,2.0,1250.0,4000.0,8.064794507657192,5,9,1.9351352853958477,5.555555555555555,1.836734693877551,2.0958835991646647,8.383568065880326,312.5,0.03717472118959107,3.5355339059327378
Built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,SNiew L,1475,2.0,2.0,171.0,2.0,1475.0,11593.22033898305,5.374585797906797,9,21,4.625367414384019,10.0,4.285714285714286,11.43300628590238,1.1823936830799007,368.75,0.0929368029739777,63.800470217702944
Super built-up  Area,Ready To Move,Bommanahalli,4 BHK,Alarke ,2100,4.0,2.0,85.0,4.0,2100.0,4047.6190476190477,5.866821952229287,5,38,4.133126974968146,5.555555555555555,7.755102040816326,12.966111067993126,0.0,262.5,0.6505576208178439,27.58439184476211
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1 BHK,,552,1.0,1.0,23.5,1.0,552.0,4257.246376811594,3.1310412071443157,7,27,6.86893153601191,7.777777777777778,5.5102040816326525,2.0958835991646647,8.383568065880326,276.0,0.724907063197026,58.793824324306904
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1065,2.0,2.0,42.59,3.0,1065.0,3999.06103286385,6.306097932272608,2,23,3.6938471708688745,2.2222222222222223,4.6938775510204085,3.9673726639594435,6.940198457999553,213.0,3.4572490706319705,39.98928950609121
Plot  Area,17-Aug,Hennur,3 Bedroom,,1000,3.0,1.0,130.0,3.0,1000.0,13000.0,2.054234148979246,7,46,7.945747968171066,7.777777777777778,9.387755102040817,2.674899739877527,7.937006920694576,166.66666666666666,1.0223048327137545,35.30874922263129
Plot  Area,Ready To Move,Lakshmipura,2 Bedroom,,1225,2.0,0.0,65.0,2.0,1225.0,5306.122448979592,4.86781045376263,4,36,5.132147170190464,4.444444444444445,7.346938775510204,2.0958835991646647,8.383568065880326,306.25,0.055762081784386616,23.62907813126304
Built-up  Area,Ready To Move,Harsha Layout,1 BHK,,650,1.0,0.0,16.0,1.0,650.0,2461.5384615384614,3.8993822680233716,8,23,6.100583786446608,8.88888888888889,4.6938775510204085,1.8365025034994318,8.58361347217452,325.0,0.07434944237918215,41.376321731154405
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Gancy P,1067,2.0,2.0,52.0,2.0,1067.0,4873.477038425492,8.025304084813314,7,37,1.9746260520181091,7.777777777777778,7.551020408163264,9.905124481433225,2.3607591902524674,266.75,0.5204460966542751,123.6067368628571
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Sondaka,1364,2.0,2.0,56.0,3.0,1364.0,4105.571847507332,8.804840536342429,5,5,1.1950828143428311,5.555555555555555,1.0204081632653061,9.905124481433225,2.3607591902524674,272.8,1.5055762081784387,104.43245645637349
Super built-up  Area,Ready To Move,Tata Nagar,3 BHK,,1750,3.0,3.0,75.0,3.0,1750.0,4285.714285714285,5.35009150795367,8,42,4.649861917568781,8.88888888888889,8.571428571428571,8.385304790667908,3.532906862592708,291.6666666666667,0.07434944237918215,3.3166247903553994
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1240,2.0,1.0,71.0,2.0,1240.0,5725.806451612903,3.0318693992371157,5,28,6.968104207245492,5.555555555555555,5.7142857142857135,11.43300628590238,1.1823936830799007,310.0,2.8066914498141267,126.00804075089252
Plot  Area,Ready To Move,Hulimavu,2 Bedroom,,1200,2.0,0.0,75.0,2.0,1200.0,6250.0,5.921377608737505,9,23,4.078570843533248,10.0,4.6938775510204085,2.0958835991646647,8.383568065880326,300.0,0.9479553903345725,60.029112649531946
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1540,3.0,0.0,75.0,3.0,1540.0,4870.12987012987,3.2854307525473754,1,17,6.714540646592136,1.1111111111111112,3.4693877551020407,2.0958835991646647,8.383568065880326,256.6666666666667,1.1895910780669143,24.405347506330692
Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,NChtsun,1504,2.0,2.0,102.0,3.0,1504.0,6781.914893617021,5.461769293505681,8,11,4.538183159821339,8.88888888888889,2.2448979591836733,2.0958835991646647,8.383568065880326,300.8,0.055762081784386616,28.884828774519907
Super built-up  Area,Ready To Move,New Thippasandra,2 BHK,,1116,2.0,1.0,49.8,2.0,1116.0,4462.365591397849,5.0511893041635885,6,15,4.948766723410428,6.666666666666666,3.0612244897959187,6.878873032442892,4.694729208803859,279.0,0.11152416356877323,128.7421453914762
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,2365,4.0,2.0,175.0,3.0,2365.0,7399.577167019028,6.581500564339488,9,17,3.418442141322683,10.0,3.4693877551020407,9.905124481433225,2.3607591902524674,337.85714285714283,2.825278810408922,74.25003377258962
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,,1308,2.0,2.0,37.0,2.0,1308.0,2828.7461773700306,8.240346670257253,8,41,1.75958159455085,8.88888888888889,8.36734693877551,12.966111067993126,0.0,327.0,0.3159851301115241,84.86358052780945
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,,864,2.0,0.0,45.0,2.0,864.0,5208.333333333333,3.947560984461509,2,47,6.0524046505953555,2.2222222222222223,9.591836734693878,2.0958835991646647,8.383568065880326,216.0,0.7806691449814127,81.42761005356847
Plot  Area,Ready To Move,Vidyaranyapura,5 Bedroom,,1200,5.0,1.0,139.0,5.0,1200.0,11583.333333333334,6.603034840202298,6,22,3.3969076779962295,6.666666666666666,4.489795918367347,2.0958835991646647,8.383568065880326,120.0,0.7992565055762081,64.21219872082384
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Sohti S,1069,2.0,0.0,38.0,3.0,1069.0,3554.724041159963,4.124664291123116,8,25,5.875299802185543,8.88888888888889,5.1020408163265305,8.385304790667908,3.532906862592708,213.8,0.39033457249070636,43.6678121623653
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333,2.0,1.0,100.0,2.0,1333.0,7501.875468867217,5.501503071346203,8,16,4.498449036083941,8.88888888888889,3.265306122448979,1.8365025034994318,8.58361347217452,333.25,3.2899628252788107,125.52607716272382
Super built-up  Area,Ready To Move,Chennammana Kere,4 BHK,,1800,4.0,1.0,145.0,4.0,1800.0,8055.555555555556,8.30121919948696,9,42,1.6987085354038058,10.0,8.571428571428571,2.0958835991646647,8.383568065880326,225.0,0.16728624535315983,29.25434587848065
Plot  Area,Ready To Move,Devanahalli,4 Bedroom,Soyleif,6136,4.0,0.0,550.0,4.0,6136.0,8963.49413298566,4.331254777517535,2,32,5.668707517346377,2.2222222222222223,6.530612244897958,11.43300628590238,1.1823936830799007,767.0,0.7992565055762081,137.23872418154377
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,107.0,3.0,1698.0,6301.531213191991,2.6061125995398937,6,32,7.393864713309321,6.666666666666666,6.530612244897958,2.674899739877527,7.937006920694576,283.0,4.386617100371748,42.75395401834816
Super built-up  Area,18-Jun,JP Nagar,3 BHK,,1275,2.0,2.0,43.6,3.0,1275.0,3419.607843137255,8.049944233644467,9,35,1.949985688685567,10.0,7.142857142857143,11.43300628590238,1.1823936830799007,255.0,1.3197026022304834,112.98721773563523
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Avlls H,1060,2.0,1.0,48.0,2.0,1060.0,4528.301886792453,3.4737269791038186,6,40,6.5262427808490795,6.666666666666666,8.16326530612245,5.397025953714566,5.8375908355149475,265.0,3.1784386617100373,47.18023193443411
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1160,2.0,1.0,49.0,2.0,1160.0,4224.137931034483,9.258608053127023,5,15,0.7413113473482276,5.555555555555555,3.0612244897959187,2.674899739877527,7.937006920694576,290.0,1.0223048327137545,35.30874922263129
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Arldsyo,1484,2.0,0.0,65.0,3.0,1484.0,4380.053908355795,2.733383519739287,9,36,7.266592685170632,10.0,7.346938775510204,1.8365025034994318,8.58361347217452,296.8,7.379182156133829,114.99938702430282
Plot  Area,Ready To Move,Hosa Road,3 Bedroom,,675,3.0,1.0,70.0,3.0,675.0,10370.37037037037,7.300022548244273,2,6,2.6999139024246963,2.2222222222222223,1.2244897959183674,9.905124481433225,2.3607591902524674,112.5,1.2825278810408922,29.714993865062162
Plot  Area,Ready To Move,BEML Layout,3 Bedroom,,1200,5.0,0.0,325.0,3.0,1200.0,27083.333333333332,5.4179075924489455,2,26,4.582045242710014,2.2222222222222223,5.306122448979592,11.43300628590238,1.1823936830799007,150.0,0.241635687732342,86.22696645243728
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1310,2.0,1.0,66.0,2.0,1310.0,5038.167938931298,2.0642227656959955,3,46,7.935759264499803,3.333333333333333,9.387755102040817,9.905124481433225,2.3607591902524674,327.5,2.825278810408922,74.25003377258962
Plot  Area,Ready To Move,Vijayanagar,6 Bedroom,,1806,6.0,1.0,370.0,6.0,1806.0,20487.264673311183,2.0612857945048084,2,40,7.938696261258384,2.2222222222222223,8.16326530612245,2.0958835991646647,8.383568065880326,150.5,0.7806691449814127,81.42761005356847
Super built-up  Area,Ready To Move,Shanti Nagar,4 BHK,HViesar,3000,4.0,0.0,240.0,4.0,3000.0,8000.0,8.3701283765002,4,21,1.6297987585113096,4.444444444444445,4.285714285714286,8.385304790667908,3.532906862592708,375.0,0.1486988847583643,154.8464677395922
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,165.0,3.0,2145.0,7692.307692307692,4.223802442559551,1,31,5.776160787715718,1.1111111111111112,6.326530612244898,5.397025953714566,5.8375908355149475,357.5,1.3011152416356877,45.136053157052544
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Duals P,1693,3.0,1.0,125.0,3.0,1693.0,7383.343177790904,3.447786329937215,4,45,6.552183655838396,4.444444444444445,9.183673469387756,1.8365025034994318,8.58361347217452,282.1666666666667,3.2527881040892193,72.43357269502987
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,60.0,3.0,1230.0,4878.048780487805,5.857291033003424,9,34,4.1426579771641014,10.0,6.938775510204081,12.966111067993126,0.0,205.0,0.966542750929368,44.73486746677568
Plot  Area,18-Jan,Devanahalli,3 Bedroom,Ozdiaan,1200,3.0,1.0,145.0,3.0,1200.0,12083.333333333334,9.512222524745201,5,49,0.4876946679245387,5.555555555555555,10.0,11.43300628590238,1.1823936830799007,200.0,0.7992565055762081,137.23872418154377
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1310,2.0,1.0,37.83,3.0,1310.0,2887.7862595419847,9.780145350127768,4,12,0.21976951017707788,4.444444444444445,2.4489795918367347,11.43300628590238,1.1823936830799007,262.0,0.483271375464684,20.28337437031013
Super built-up  Area,Ready To Move,Tigalarpalya,2 BHK,,1150,2.0,1.0,60.0,2.0,1150.0,5217.391304347826,7.536789309981965,5,33,2.4631450795468894,5.555555555555555,6.73469387755102,12.966111067993126,0.0,287.5,0.03717472118959107,40.30508652763321
Super built-up  Area,18-Apr,Munnekollal,3 BHK,Sadhii ,1385,2.0,2.0,66.5,3.0,1385.0,4801.444043321299,9.520529623786327,6,27,0.4793874965671175,6.666666666666666,5.5102040816326525,6.878873032442892,4.694729208803859,277.0,0.44609665427509293,131.6413970827786
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Redarav,1066,2.0,2.0,52.5,2.0,1066.0,4924.953095684803,4.132490050165334,1,38,5.867473975017267,1.1111111111111112,7.755102040816326,11.43300628590238,1.1823936830799007,266.5,0.6133828996282529,27.140971241532828
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2293,3.0,2.0,80.26,3.0,2293.0,3500.2180549498476,4.203932135865351,3,36,5.79603126738811,3.333333333333333,7.346938775510204,2.674899739877527,7.937006920694576,382.1666666666667,4.386617100371748,42.75395401834816
Plot  Area,Ready To Move,Tindlu,3 Bedroom,,720,3.0,1.0,81.0,3.0,720.0,11250.0,6.253502581788857,3,35,3.746442979214134,3.333333333333333,7.142857142857143,6.878873032442892,4.694729208803859,120.0,0.20446096654275092,100.55587320670851
Carpet  Area,Ready To Move,2nd Block Bel Layout,3 BHK,,1625,3.0,3.0,92.0,3.0,1625.0,5661.538461538462,5.673131255437261,3,47,4.3268193579075955,3.333333333333333,9.591836734693878,9.905124481433225,2.3607591902524674,270.8333333333333,0.03717472118959107,0.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,67.4,2.0,1246.0,5409.309791332264,6.5278687402521784,6,28,3.472074432294378,6.666666666666666,5.7142857142857135,3.9673726639594435,6.940198457999553,311.5,0.7992565055762081,7.537626193827453
Plot  Area,Ready To Move,Vijayanagar,4 Bedroom,,2100,6.0,1.0,252.0,4.0,2100.0,12000.0,8.842107590924766,8,48,1.1578154353373336,8.88888888888889,9.795918367346939,2.0958835991646647,8.383568065880326,210.0,0.7806691449814127,81.42761005356847
Super built-up  Area,Ready To Move,sarjapura main road,4 BHK,,2400,4.0,3.0,250.0,4.0,2400.0,10416.666666666666,8.556887154753797,1,7,1.4430383544551417,1.1111111111111112,1.4285714285714284,11.43300628590238,1.1823936830799007,300.0,0.018587360594795536,0.0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,6 Bedroom,,3900,6.0,0.0,195.0,6.0,3900.0,5000.0,4.919738173423971,1,37,5.080218998479582,1.1111111111111112,7.551020408163264,5.397025953714566,5.8375908355149475,325.0,3.1784386617100373,47.18023193443411
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Axdam V,1000,2.0,1.0,70.65,2.0,1000.0,7065.000000000001,7.063669006015386,9,30,2.936269502196474,10.0,6.122448979591837,11.43300628590238,1.1823936830799007,250.0,2.7509293680297398,69.76670118360924
Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,MYncysi,907,2.0,2.0,38.0,2.0,907.0,4189.636163175303,3.2024409156028053,7,42,6.797531205993189,7.777777777777778,8.571428571428571,2.0958835991646647,8.383568065880326,226.75,0.2788104089219331,40.46064392303547
Plot  Area,Ready To Move,Ulsoor,4 Bedroom,,3500,4.0,0.0,138.0,4.0,3500.0,3942.8571428571427,9.660642907782089,3,34,0.33927299283464873,3.333333333333333,6.938775510204081,5.397025953714566,5.8375908355149475,437.5,0.39033457249070636,325.02152309684124
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1395,2.0,3.0,79.0,3.0,1395.0,5663.082437275985,3.3575709200095014,4,31,6.642399851123814,4.444444444444445,6.326530612244898,5.397025953714566,5.8375908355149475,279.0,1.3011152416356877,45.136053157052544
Super built-up  Area,Ready To Move,Kumbena Agrahara,2 BHK,Shont F,1180,2.0,2.0,50.0,2.0,1180.0,4237.28813559322,9.676764622772627,4,44,0.32315113749876306,4.444444444444445,8.979591836734693,12.966111067993126,0.0,295.0,0.055762081784386616,50.98762627670887
Plot  Area,Ready To Move,Banaswadi,5 Bedroom,,1903,6.0,2.0,140.0,5.0,1903.0,7356.8050446663165,9.585238639939561,5,10,0.4146779170985429,5.555555555555555,2.0408163265306123,11.43300628590238,1.1823936830799007,173.0,0.3159851301115241,189.18460871981787
Super built-up  Area,18-Mar,Electronic City,2 BHK,,1175,2.0,1.0,47.0,2.0,1175.0,4000.0,4.89354596070055,5,33,5.106411439215668,5.555555555555555,6.73469387755102,2.0958835991646647,8.383568065880326,293.75,5.650557620817844,46.68988288633367
Super built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,,1272,2.0,2.0,51.5,2.0,1272.0,4048.7421383647797,4.2195855016700206,4,31,5.780377765315241,4.444444444444445,6.326530612244898,3.9673726639594435,6.940198457999553,318.0,0.0929368029739777,15.242211125686458
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1490,2.0,1.0,92.0,3.0,1490.0,6174.496644295302,6.728739383530639,4,6,3.271202040364469,4.444444444444445,1.2244897959183674,2.674899739877527,7.937006920694576,298.0,0.0929368029739777,30.038308873836424
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1144,2.0,2.0,67.0,2.0,1144.0,5856.643356643357,2.303730281287897,6,30,7.696249663908535,6.666666666666666,6.122448979591837,5.397025953714566,5.8375908355149475,286.0,1.579925650557621,54.27821119457782
Plot  Area,17-Aug,Anekal - Hosur Road,4 Bedroom,,2400,5.0,0.0,140.0,4.0,2400.0,5833.333333333333,8.939016690071174,3,38,1.0609054925622403,3.333333333333333,7.755102040816326,6.878873032442892,4.694729208803859,266.6666666666667,0.018587360594795536,0.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SLtraks,1143,2.0,1.0,53.0,2.0,1143.0,4636.920384951881,8.417560378901818,8,8,1.5823663431969903,8.88888888888889,1.6326530612244896,9.905124481433225,2.3607591902524674,285.75,1.3754646840148699,55.20467717329451
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,190.0,3.0,2500.0,7600.0,2.73684041492523,7,31,7.263135759891169,7.777777777777778,6.326530612244898,6.878873032442892,4.694729208803859,416.6666666666667,0.22304832713754646,50.762071261798205
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,75.0,2.0,1216.0,6167.763157894737,7.855168995443971,2,7,2.1447626224748113,2.2222222222222223,1.4285714285714284,1.8365025034994318,8.58361347217452,304.0,10.0,140.5804683445764
Super built-up  Area,17-Jun,Nallurhalli,2 BHK,Mauil T,1044,2.0,1.0,60.0,2.0,1044.0,5747.126436781609,6.8922238833095255,5,8,3.1077161173940064,5.555555555555555,1.6326530612244896,8.385304790667908,3.532906862592708,261.0,0.1486988847583643,15.35298947157477
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,3.0,1.0,93.0,2.0,1352.0,6878.698224852071,3.008484422305319,7,9,6.991489387751954,7.777777777777778,1.836734693877551,1.8365025034994318,8.58361347217452,270.4,0.241635687732342,117.87748964116331
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,1552,3.0,3.0,75.0,3.0,1552.0,4832.474226804124,4.026535087000372,6,48,5.973429860558426,6.666666666666666,9.795918367346939,9.905124481433225,2.3607591902524674,258.6666666666667,2.825278810408922,74.25003377258962
Built-up  Area,Ready To Move,Bellandur,3 BHK,Krala D,1785,3.0,2.0,120.0,3.0,1785.0,6722.689075630252,5.717455578513621,9,49,4.282494648972006,10.0,10.0,2.0958835991646647,8.383568065880326,297.5,1.7843866171003717,66.37229229551592
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,810,2.0,2.0,34.5,2.0,810.0,4259.259259259259,9.323065579741947,5,6,0.6768532596072709,5.555555555555555,1.2244897959183674,8.385304790667908,3.532906862592708,202.5,0.35315985130111527,40.42838950987997
Super built-up  Area,18-May,Banashankari Stage V,3 BHK,Naiewre,1650,3.0,2.0,51.98,3.0,1650.0,3150.3030303030305,5.59792923976107,1,25,4.402022028244475,1.1111111111111112,5.1020408163265305,5.397025953714566,5.8375908355149475,275.0,0.22304832713754646,55.46252665429864
Super built-up  Area,Ready To Move,Akshayanagara East,3 BHK,,1595,3.0,2.0,70.39,3.0,1595.0,4413.166144200627,5.543437731254716,3,8,4.4565140111190775,3.333333333333333,1.6326530612244896,2.674899739877527,7.937006920694576,265.8333333333333,0.1486988847583643,85.84073870504943
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1060,2.0,1.0,35.0,2.0,1060.0,3301.8867924528304,9.675191257119742,3,39,0.3247245168483634,3.333333333333333,7.959183673469388,1.8365025034994318,8.58361347217452,265.0,10.0,140.5804683445764
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1410,2.0,3.0,65.0,3.0,1410.0,4609.929078014185,9.312486485574127,9,10,0.6874324458699241,10.0,2.0408163265306123,8.385304790667908,3.532906862592708,282.0,0.4646840148698884,18.224518393270827
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1523,2.0,2.0,56.0,3.0,1523.0,3676.9533814839133,8.672469775783647,7,31,1.3274547272368595,7.777777777777778,6.326530612244898,8.385304790667908,3.532906862592708,304.6,1.171003717472119,75.25734010808094
Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591,3.0,1.0,122.0,3.0,1591.0,7668.133249528599,9.076446540355782,6,44,0.9234744459011839,6.666666666666666,8.979591836734693,3.9673726639594435,6.940198457999553,265.1666666666667,5.037174721189591,35.8270464960869
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1640,3.0,3.0,84.0,3.0,1640.0,5121.951219512195,8.504424073697951,9,36,1.4955018922210432,10.0,7.346938775510204,2.0958835991646647,8.383568065880326,273.3333333333333,0.13011152416356878,13.288018233409696
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,450,1.0,0.0,16.0,1.0,450.0,3555.5555555555557,8.179421037577109,5,37,1.8205077576106161,5.555555555555555,7.551020408163264,6.878873032442892,4.694729208803859,225.0,0.7434944237918216,145.68355623642742
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Amarere,1305,2.0,2.0,60.0,3.0,1305.0,4597.701149425287,5.552048445327124,9,23,4.447903222087296,10.0,4.6938775510204085,11.43300628590238,1.1823936830799007,261.0,2.8066914498141267,126.00804075089252
